rsi_high,rsi_low,exit_rsi,capital_usage,stop_loss,return,trades,final_value
80,30,45,0.9,0.03,-1.3327649999997522,91,98667.23500000025
80,30,45,0.9,0.02,-1.3327649999997522,91,98667.23500000025
80,35,45,0.5,0.01,-1.3448499999999477,106,98655.15000000005
75,20,50,0.9,0.01,-1.3750899999997928,89,98624.9100000002
80,20,45,0.7,0.02,-1.461054999999964,66,98538.94500000004
80,20,45,0.7,0.03,-1.461054999999964,66,98538.94500000004
80,35,50,0.9,0.01,-1.4904599999998027,118,98509.5400000002
75,35,50,0.9,0.01,-1.5718600000001022,136,98428.1399999999
80,20,45,0.7,0.01,-1.5792000000000115,69,98420.79999999999
75,35,45,0.9,0.03,-1.6528000000001486,121,98347.19999999985
75,35,45,0.9,0.02,-1.6528000000001486,121,98347.19999999985
80,35,45,0.9,0.01,-1.6898449999999283,109,98310.15500000007
80,35,45,0.7,0.02,-1.7326149999999472,104,98267.38500000005
80,35,45,0.7,0.03,-1.7326149999999472,104,98267.38500000005
80,35,45,0.7,0.01,-1.7514050000001007,107,98248.5949999999
80,20,45,0.9,0.03,-1.8869149999998773,66,98113.08500000012
80,20,45,0.9,0.02,-1.8869149999998773,66,98113.08500000012
80,35,45,0.9,0.03,-2.289244999999675,104,97710.75500000032
80,35,45,0.9,0.02,-2.289244999999675,104,97710.75500000032
